Product_name,Count_Colour,Gender,Price_before_Promotion (£),Promotion_Percentage (%),Price_after_Promotion (£)
Jordan EssentialsMen's Fleece Sweatshirt,6,Male,69.95,,69.95
Los Angeles Lakers EssentialMen's Jordan NBA T-Shirt,1,Male,32.9,,32.9
Barcelona 2022/23 Stadium FourthMen's Nike Dri-FIT Football Shorts,1,Male,37.95,,37.95
Nike Dri-FIT DNAMen's 20cm (approx.) Basketball Shorts,3,Male,54.95,,54.95
Nike AcademyMen's Dri-FIT Short-sleeve Global Football Top,10,Male,22.95,,22.95
Paris Saint-Germain 2023/24 Stadium FourthWomen's Jordan Dri-FIT Football Shirt,1,Female,74.95,,74.95
FFF 2022/23 Match AwayMen's Nike Dri-FIT ADV Football Shirt,0,Male,114.0,24.0,86.64
Team 31 Standard IssueMen's Nike Dri-FIT NBA Full-Zip Hoodie,1,Male,87.95,,87.95
Nike Dri-FIT ADV ACG 'Goat Rocks'Men's Short-Sleeve Top,2,Male,44.95,,44.95
Nike SportswearMen's Max90 T-Shirt,1,Male,37.95,,37.95
Nike Sportswear Club FleeceWomen's Mid-Rise Shorts,4,Female,44.95,,44.95
Jordan Dri-FIT SportMen's Air Fleece Full-Zip Hoodie,4,Male,89.95,,89.95
Nike SportswearMen's Long-Sleeve Mock-Neck Top,2,Male,49.9,29.0,35.43
Nike Sportswear Phoenix FleeceWomen's High-Waisted Oversized Tracksuit Bottoms (Plus Size),16,Female,54.95,,54.95
Nike Sportswear Standard IssueMen's Fleece Cargo Trousers,3,Male,59.9,29.0,42.53
Nike Dri-FIT OneWomen's Standard Fit Long-Sleeve Top,2,Female,37.9,19.0,30.7
Nike SB KearnyMen's Cargo Skate Trousers,3,Male,82.95,,82.95
NikeCourt Dri-FIT AdvantageMen's Tennis Top,2,Male,64.95,,64.95
Nike Sportswear Solo SwooshMen's Woven Tracksuit Jacket,4,Male,134.95,,134.95
Nike LifeMen's Pleated Chino Shorts,1,Male,64.9,29.0,46.08
Paris Saint-Germain 2023/24 Match HomeWomen's Nike Dri-FIT ADV Football Shirt,0,Female,124.95,,124.95
Air Jordan WordmarkMen's Fleece Hoodie,7,Male,109.0,14.0,93.74
NikeCourt Dri-FITMen's Tennis T-Shirt,2,Male,32.95,,32.95
Nike Sportswear Dri-FIT Everyday EssentialCrew Socks (3 Pairs),4,Unisex,16.95,,16.95
Jordan EssentialsMen's Warm-Up Jacket,3,Male,109.0,40.0,65.4
Nike Forward ShortsMen's Shorts,2,Male,79.95,,79.95
Nike Pro Dri-FITMen's Tight-Fit Short-Sleeve Top,5,Male,32.95,,32.95
Nike Everyday PlusCushioned Crew Socks (2 Pairs),1,Unisex,17.95,,17.95
Nike SportswearMen's Woven Shorts,4,Male,39.95,,39.95
Nike Sportswear Gym VintageWomen's Shorts,1,Female,44.95,,44.95
Nike Dri-FIT RepelWomen's Mid-Rise 8cm (approx.) Brief-Lined Trail Running Shorts with Pockets,4,Female,64.95,,64.95
Croatia StrikeMen's Nike Dri-FIT Knit Football Drill Top,1,Male,59.95,,59.95
Golden State WarriorsMen's Nike NBA Swingman Shorts,1,Male,64.95,,64.95
NikeMen's 13cm (approx.) Volley Swimming Shorts,3,Male,49.95,,49.95
NikeCourt Dri-FIT AdvantageWomen's Tennis Shorts,2,Female,59.95,,59.95
Nike Solo SwooshMen's Fleece Trousers,1,Male,69.95,,69.95
Nike ACG Therma-FITFleece Pullover Hoodie,2,Unisex,99.95,,99.95
Jordan WordmarkMen's Fleece Trousers,3,Male,89.9,,89.9
Nike Logo JackknifeMen's 13cm (approx.) Volley Swimming Shorts,2,Male,44.95,,44.95
Nike AirMen's Fleece Crew-Neck Sweatshirt,3,Male,64.95,,64.95
Nike Therma-FIT Run DivisionWomen's Jacket,2,Female,144.95,,144.95
Jordan Dri-FIT ADV SportMen's Short-Sleeve Top,3,Male,69.95,,69.95
Jordan Brooklyn FleeceMen's Crew-Neck Sweatshirt,2,Male,59.9,40.0,35.94
NOCTATracksuit Bottoms,2,Unisex,179.95,,179.95
Nike AirMen's Woven Trousers,2,Male,79.9,29.0,56.73
Nike Sportswear AirMen's Long-sleeve Jumper,1,Male,89.9,40.0,53.94
Nike Dri-FIT SwooshWomen's Short-Sleeve Running Top,3,Female,37.95,,37.95
Nike Pro Dri-FIT Flex Vent MaxMen's Full-Zip Hooded Training Jacket,1,Male,72.95,,72.95
Jordan Sport JamMen's Warm-Up Trousers,3,Male,89.95,,89.95
Nike FastWomen's Mid-Rise Crop Running Leggings,1,Female,44.95,,44.95
Nike Everyday EssentialAnkle Socks (3 Pairs),3,Unisex,16.95,,16.95
Nike Sportswear ClubMen's Joggers,1,Male,49.9,10.0,44.91
Liverpool F.C. Club FleeceMen's Nike Full-Zip Hoodie,1,Male,69.95,,69.95
Nike Dri-FIT AdvantageWomen's Tennis Dress,2,Female,74.95,,74.95
Nike GoWomen's Firm-Support Mid-Rise Full-Length Leggings with Pockets,11,Female,89.95,,89.95
Nike Sportswear Club FleecePullover Hoodie,15,Unisex,59.95,,59.95
Jordan (Her)itageWomen's T-Shirt (Plus Size),1,Female,39.95,,39.95
Nike Storm-FIT Run DivisionWomen's Full-Zip Hooded Jacket,3,Female,239.95,,239.95
Nike AcademyMen's Dri-FIT Global Football Tracksuit Bottoms,2,Male,49.95,,49.95
Nike GoWomen's Firm-Support High-Waisted 7/8 Leggings with Pockets (Plus Size),16,Female,89.95,,89.95
Nike Sportswear Air MaxMen's Joggers,1,Male,72.95,,72.95
DeMar DeRozan Chicago Bulls City EditionNike Dri-FIT NBA Swingman Jersey,1,Unisex,89.9,24.0,68.32
Nike SportswearWomen's Tank Top,4,Female,32.95,,32.95
Nike Sportswear Tech PackWomen's High-Waisted Wide-Leg Ripstop Trousers,2,Female,112.95,,112.95
Nike ChallengerMen's Dri-FIT 18cm (approx.) Brief-Lined Running Shorts,4,Male,34.95,,34.95
Nike Sportswear ClubMen's Brushed-Back 1/2-Zip Sweatshirt,1,Male,64.9,50.0,32.45
Jordan Dri-FIT SportMen's Golf Polo,3,Male,59.95,,59.95
Nike GoWomen's Firm-Support Mid-Rise Cropped Leggings with Pockets,1,Female,87.95,,87.95
Jordan EssentialsMen's Graphic Mesh Shorts,3,Male,49.95,,49.95
Nike PrimaryMen's Dri-FIT Short-sleeve Versatile Top,5,Male,44.95,,44.95
Nike Sportswear Club FleeceWomen's Crew-Neck Sweatshirt,2,Female,54.95,,54.95
Nike Sportswear Club FleeceJoggers,9,Unisex,49.95,,49.95
JordanWomen's Woven Trousers,2,Female,82.95,,82.95
Boston CelticsMen's Nike NBA T-Shirt,1,Male,32.95,,32.95
Nike Dri-FIT ADV AeroSwiftMen's Racing Trousers,2,Male,99.95,,99.95
Inter Milan 2023/24 Stadium HomeWomen's Nike Dri-FIT Football Shirt,0,Female,79.95,,79.95
Jordan Flight FleeceMen's Washed Trousers,3,Male,89.95,,89.95
Tottenham Hotspur 2023/24 Stadium HomeMen's Nike Dri-FIT Football Shirt,0,Male,79.95,,79.95
Nike ClubMen's Woven Colour-Blocked Shorts,3,Male,54.95,,54.95
Nike OneWomen's Dri-FIT High-Waisted 8cm (approx.) Brief-Lined Shorts,1,Female,37.9,14.0,32.59
Jordan Flight MVPMen's T-Shirt,4,Male,32.95,,32.95
Paris Saint-Germain StrikeMen's Nike Dri-FIT Football Drill Top,2,Male,64.95,,64.95
Nike StrideMen's Dri-FIT 18cm (approx.) Brief-Lined Running Shorts,5,Male,44.95,,44.95
Paris Saint-Germain 2023/24 Stadium Home/AwayMen's Nike Dri-FIT Football Shorts,2,Male,39.95,,39.95
Nike SB1/4-Zip Fleece Skate Sweatshirt,1,Unisex,74.9,10.0,67.41
Nike UniversaWomen's Medium-Support High-Waisted Full-Length Leggings with Pockets,4,Female,89.95,,89.95
Chelsea F.C. Repel Academy AWFMen's Football Jacket,1,Male,59.9,19.0,48.52
Nike Sportswear ClubMen's Graphic Shorts,1,Male,39.9,24.0,30.32
F.C. BarcelonaMen's Football Pants,1,Male,69.95,,69.95
Nike Sportswear Tech PackWomen's Repel Trousers,2,Female,109.95,,109.95
Nike Sportswear Club FleeceWomen's Pullover Hoodie,5,Female,59.95,,59.95
Nike ProWomen's 8cm (approx.) Shorts,1,Female,27.95,,27.95
NikeCourtMen's Tennis T-Shirt,2,Male,32.95,,32.95
Nike Solo SwooshMen's Full-Zip Hoodie,7,Male,99.95,,99.95
Nike Everyday Plus CushionedTraining Crew Socks (6 Pairs),2,Unisex,19.95,,19.95
Nike YogaMen's 2-in-1 Shorts,1,Male,64.9,40.0,38.94
JordanWomen's Oversized Graphic T-Shirt,3,Female,44.95,,44.95
Paris Saint-GermainMen's Printed Shorts,1,Male,54.9,19.0,44.47
Nike SportswearMen's Fleece Gilet,1,Male,59.95,,59.95
Nike Dri-FIT ADV Run DivisionWomen's Long-Sleeve Running Top,1,Female,64.95,,64.95
Nike OneWomen's High-Waisted 18cm (approx.) Printed Biker Shorts,3,Female,39.9,,39.9
Nike Solo SwooshMen's French Terry Trousers,2,Male,72.95,,72.95
Golden State Warriors Icon EditionMen's Nike NBA Swingman Shorts,1,Male,64.95,,64.95
Atlético Madrid 2022/23 Stadium HomeWomen's Nike Dri-FIT Football Shirt,1,Female,79.95,,79.95
Nike SBLong-Sleeve Skate T-Shirt,3,Unisex,39.95,,39.95
Nike Dri-FIT IndyWomen's Light-Support Padded Logo Sports Bra,1,Female,29.9,19.0,24.22
Eintracht Frankfurt 2023/24 Stadium HomeMen's Nike Dri-FIT Football Shirt,1,Male,79.95,,79.95
Nike SB KearnyMen's Cargo Skate Shorts,3,Male,64.95,,64.95
Jordan FlightWomen's Fleece Hoodie,1,Female,89.9,40.0,53.94
Jordan x Eastside GolfMen's Polo,2,Male,69.95,,69.95
Nike Dri-FIT TourMen's Golf Polo,5,Male,69.95,,69.95
Nike Pro 365Women's High-Waisted 7/8 Mesh Panel Leggings,1,Female,54.95,,54.95
Nike Tempo LuxeWomen's Running Shorts,1,Female,37.95,,37.95
Nike Air Indy High-NeckWomen's Light-Support Padded Mesh Sports Bra,2,Female,44.95,,44.95
Jordan SportWomen's Cropped Sweatshirt,1,Female,72.9,39.0,44.47
Jordan SportWomen's Shorts,2,Female,54.9,40.0,32.94
Nike Dri-FIT SwooshWomen's Printed 1/4-Zip Running Top,1,Female,44.9,,44.9
Nike Dri-FIT One Icon ClashWomen's Training Tank,1,Female,32.95,,32.95
Nike OneWomen's Dri-FIT High-Waisted 8cm (approx.) 2-in-1 Shorts,2,Female,39.95,,39.95
Nike VictoryWomen's Swim Hijab,2,Female,49.95,,49.95
Nike Sportswear Swoosh Puffer PrimaLoft®Women's Therma-FIT Oversized Parka,1,Female,289.95,,289.95
Galatasaray CrestMen's Football T-Shirt,1,Male,24.95,,24.95
Jordan Flight MVPMen's Shorts,3,Male,59.95,,59.95
Jordan Brooklyn FleeceWomen's Hoodie,6,Female,69.95,,69.95
Chicago Bulls Courtside Statement EditionMen's Jordan NBA Woven Trousers,1,Male,79.9,29.0,56.73
Nike Sportswear Club FleeceMen's Graphic Crew,2,Male,54.9,40.0,32.94
JordanWomen's Boxy T-Shirt,1,Female,32.95,,32.95
Nike Sportswear RepeatMen's T-Shirt,2,Male,32.9,28.0,23.69
Jordan FlightWomen's Velour Jacket,2,Female,99.9,40.0,59.94
Jordan EssentialsMen's Warm-up Trousers,3,Male,89.9,40.0,53.94
NikeCourt Dri-FIT VictoryWomen's Flouncy Skirt,4,Female,44.95,,44.95
F.C. Barcelona Strike EliteMen's Nike Dri-FIT ADV Knit Football Shorts,1,Male,64.95,,64.95
Nike Club FleeceMen's French Terry Trousers,1,Male,64.9,40.0,38.94
Nike Yoga LuxeWomen's Pullover Hoodie,1,Female,114.0,40.0,68.4
"Nike ACG ""Smith Summit""Women's Cargo Trousers",2,Female,164.0,40.0,98.4
Nike ProWomen's High-Waisted 7/8 Training Leggings with Pockets,1,Female,59.9,10.0,53.91
Nike Everyday Plus CushionedCrew Socks (2 Pairs),5,Unisex,16.95,,16.95
Nike GoWomen's Firm-Support Mid-Rise 7/8 Leggings with Pockets,13,Female,89.95,,89.95
NikeCourt Dri-FIT AdvantageMen's 18cm (approx.) Tennis Shorts,5,Male,54.95,,54.95
Nike Dri-FIT ADV AuraWomen's Slim-Fit Short-Sleeve Top,1,Female,54.9,29.0,38.98
England 2023 Stadium HomeWomen's Nike Dri-FIT Football Shorts,1,Female,39.95,,39.95
Nike SportswearMen's Lined Winterized Trousers,2,Male,89.9,40.0,53.94
Nike Sportswear ClubMen's Graphic Shorts,5,Male,39.95,,39.95
Nike Sportswear Collection EssentialsWomen's Long-Sleeve Mock Top,1,Female,37.9,28.0,27.29
Nike Dri-FIT ADV A.P.S.Men's Woven Fitness Trousers,3,Male,109.95,,109.95
Nike Everyday Plus CushionedWomen's Training Footie Socks (3 Pairs),3,Female,16.95,,16.95
JordanWomen's Diamond Shorts,5,Female,59.95,,59.95
Nike UniversaWomen's Medium-Support High-Waisted 20cm (approx.) Biker Shorts with Pockets (Plus Size),3,Female,59.95,,59.95
Golden State Warriors Association Edition 2022/23Nike Dri-FIT NBA Swingman Jersey,1,Unisex,94.95,,94.95
Nike Dri-FIT 'HWPO'Men's Training T-Shirt,3,Male,32.95,,32.95
NikeCourt VictoryWomen's Tennis Shorts,2,Female,44.9,29.0,31.88
Jordan Dri-FIT SportMen's Golf T-Shirt,2,Male,64.95,,64.95
Netherlands AWFMen's Full-Zip Football Jacket,1,Male,84.9,40.0,50.94
Jordan Flight FleeceMen's Trousers,2,Male,82.95,,82.95
Nike YogaWomen's High-Waisted 7/8 Leggings (Plus Size),4,Female,54.95,,54.95
Jordan BrandMen's T-Shirt,6,Male,32.95,,32.95
Liverpool F.C. 2023/24 Stadium ThirdWomen's Nike Dri-FIT Football Shirt,0,Female,79.95,,79.95
Jordan FlightWomen's Fleece Hoodie,1,Female,79.9,50.0,39.95
Nike Sportswear ClassicsWomen's High-Waisted 20cm (approx.) Biker Shorts,3,Female,34.95,,34.95
Nike AcademyMen's Dri-FIT 1/2-Zip Global Football Top,7,Male,39.95,,39.95
Nike Sportswear Club FleeceMen's Pullover Hoodie,3,Male,59.95,,59.95
Nike Sportswear PlushWomen's Printed Faux Fur Jacket,1,Female,164.0,40.0,98.4
Nike ChallengerMen's Dri-FIT Running Tights,2,Male,49.95,,49.95
NikeMen's 13cm (approx.) Volley Swimming Shorts,3,Male,59.95,,59.95
Nike Sportswear WindrunnerMen's Hooded Jacket,1,Male,89.95,,89.95
Nike Spark LightweightOver-The-Calf Compression Running Socks,2,Unisex,32.95,,32.95
Nike Dri-FIT AcademyMen's Dri-FIT Global Football Pants,6,Male,39.95,,39.95
Jordan Artist Series by Umar RashidMen's Mesh Shorts,2,Male,64.95,,64.95
Jordan EssentialsMen's Rugby Top,2,Male,59.9,40.0,35.94
Toronto Raptors EssentialMen's Nike NBA T-Shirt,1,Male,32.95,,32.95
Nike ClubMen's Mesh Flow Shorts,2,Male,37.95,,37.95
Nike PhenomMen's Dri-FIT Knit Running Trousers,2,Male,77.95,,77.95
Nike HydraStrong SolidWomen's Spiderback 1-Piece Swimsuit,2,Female,49.95,,49.95
Nike Sportswear Phoenix FleeceWomen's 3/4-Sleeve Crop Polo Sweatshirt,1,Female,64.9,50.0,32.45
Jordan Flight MVPMen's Jacket,1,Male,109.0,,109.0
Nike AirMen's Woven Trousers,2,Male,72.95,,72.95
Jordan SportWomen's Diamond Shorts,2,Female,44.95,,44.95
Nike Standard IssueMen's Dri-FIT Pullover Basketball Hoodie,2,Male,72.95,,72.95
Naomi OsakaWomen's Top,1,Female,54.95,,54.95
Greece Nike (Road) LimitedMen's Basketball Shorts,1,Male,64.95,,64.95
FFF 2023 Stadium HomeWomen's Nike Dri-FIT Football Shorts,1,Female,39.95,,39.95
Nike Dri-FITMen's Golf Hoodie,6,Male,89.95,,89.95
Jordan SportWomen's 2-in-1 Long-Sleeve Top,1,Female,69.9,40.0,41.94
Nike Forward TrousersMen's Therma-FIT ADV Trousers,1,Male,109.95,,109.95
Jordan Artist Series by Parker DuncanWomen's T-Shirt,1,Female,37.95,,37.95
Los Angeles Lakers Courtside Statement EditionMen's Jordan NBA Woven Trousers,1,Male,82.95,,82.95
Nike Sportswear EssentialWomen's 7/8 Mid-Rise Leggings,2,Female,37.9,28.0,27.29
Nike Dri-FITWomen's 1/4-Zip Running Top,1,Female,49.95,,49.95
Nike SBMen's El Chino Skate Shorts,3,Male,69.95,,69.95
Nike Everyday Plus CushionTraining No-Show Socks (3 Pairs),2,Unisex,16.95,,16.95
Nike WindrunnerMen's Woven Lined Trousers,2,Male,74.9,40.0,44.94
Jordan 23 EngineeredMen's Statement Gilet,1,Male,114.0,40.0,68.4
NikeWomen's Cross-Back One-Piece Swimsuit,2,Female,64.95,,64.95
Jordan Flight MVPMen's Fleece Pullover Hoodie,2,Male,77.95,,77.95
NikeMen's 13cm (approx.) Belted Packable Swimming Trunks,2,Male,54.95,,54.95
Nike Sportswear Club FleeceCrew,10,Unisex,54.95,,54.95
Nike Dri-FIT TourWomen's Golf Trousers,1,Female,99.95,,99.95
Nike Yoga Therma-FIT LuxeWomen's Jacquard Top,1,Female,109.0,55.0,49.05
Nike Dri-FIT VictoryWomen's Striped Golf Polo,1,Female,44.9,,44.9
Nike Starting 5Men's Therma-FIT Basketball Hoodie,2,Male,44.9,29.0,31.88
Nike SportswearWomen's T-shirt,4,Female,39.95,,39.95
JordanWomen's Jersey,1,Female,49.9,29.0,35.43
NikeCourt AdvantageMen's Tennis Jacket,6,Male,72.95,,72.95
USA Nike (Road)Men's Basketball Shorts,1,Male,64.95,,64.95
Nike LifeMen's Unlined Cotton Chino Trousers,3,Male,79.9,40.0,47.94
Nike Dri-FIT AcademyWomen's Short-Sleeve Football Top,7,Female,22.95,,22.95
Chelsea F.C. Club FleeceMen's Crew-Neck Sweatshirt,1,Male,59.95,,59.95
Nike Sportswear Phoenix FleeceWomen's Oversized Fleece Sweatshirt,1,Female,69.9,40.0,41.94
Jordan RenegadeWomen's Jacket,1,Female,179.0,40.0,107.4
Netherlands Strike EliteMen's Nike Dri-FIT ADV Football Drill Top,1,Male,109.0,45.0,59.95
Nike SportswearMen's Fleece Pullover Hoodie,5,Male,64.95,,64.95
Jordan FlightWomen's Oversized T-Shirt,1,Female,44.95,,44.95
Jordan EssentialsMen's Renegade Jacket,1,Male,229.95,,229.95
Jordan Flight RenegadeWomen's Jacket,1,Female,159.0,,159.0
Dallas Mavericks CourtsideMen's Nike NBA Fleece Sweatshirt,1,Male,64.95,,64.95
Tottenham Hotspur StrikeMen's Nike Dri-FIT Short-Sleeve Football Top,1,Male,39.95,,39.95
Galatasaray StrikeMen's Nike Dri-FIT Football Pants,1,Male,58.95,,58.95
Brooklyn Nets Courtside Statement EditionMen's Jordan NBA Fleece Pullover Hoodie,2,Male,72.95,,72.95
Tottenham HotspurMen's Nike Air Woven Pants,1,Male,89.9,,89.9
Nike GoWomen's Firm-Support High-Waisted 20cm (approx.) Biker Shorts with Pockets (Plus Size),5,Female,59.95,,59.95
Jordan 23 EngineeredWomen's Parka,1,Female,359.0,40.0,215.4
Liverpool F.C. 2023/24 Match HomeMen's Nike Dri-FIT ADV Football Shirt,0,Male,124.95,,124.95
Nike ChallengerMen's Dri-FIT 18cm (approx.) 2-in-1 Running Shorts,4,Male,39.95,,39.95
Nike Sportswear Swoosh LeagueMen's French Terry Pullover Hoodie,1,Male,69.9,19.0,56.62
Nike LifeMen's Insulated Work Jacket,1,Male,134.0,40.0,80.4
Nike Trail AireezMen's Lightweight Trail Running Jacket,1,Male,89.9,29.0,63.83
Nike YogaMen's Dri-FIT Joggers,1,Male,69.95,,69.95
Jordan Dri-FIT SportMen's Full-Zip Hoodie,1,Male,89.9,40.0,53.94
Jordan Flight FleeceWomen's Trousers,1,Female,72.9,50.0,36.45
Nike LifeMen's Cable-Knit Jumper,2,Male,144.0,40.0,86.4
Nike SportswearWomen's Oversized Sports Utility Crew-Neck Sweatshirt,2,Female,69.9,40.0,41.94
Nike SportswearMen's Fleece Crew-Neck Sweatshirt,3,Male,64.95,,64.95
NikeWomen's Sheer Ankle Socks (1 Pair),1,Female,16.95,,16.95
Paris Saint-Germain 2022/23 Stadium HomeWomen's Nike Dri-FIT Football Shorts,1,Female,37.9,28.0,27.29
Nike ClubMen's French Terry Pullover Hoodie,5,Male,64.95,,64.95
RafaMen's Nike Dri-FIT ADV 18cm (approx.) Tennis Shorts,5,Male,64.95,,64.95
Team 13 Standard IssueMen's Nike WNBA Hoodie,2,Male,72.9,29.0,51.76
Nike Alate CoverageWomen's Light-Support Padded Sports Bra,2,Female,44.9,29.0,31.88
Liverpool F.C. StrikeMen's Nike Dri-FIT Knit Football Shorts,1,Male,37.95,,37.95
Nike Yoga Dri-FITMen's Full-Zip Jacket,1,Male,77.95,,77.95
Jordan JumpmanMen's T-Shirt,2,Male,27.9,,27.9
Nike SportswearMen's Long-Sleeve Mock-Neck T-Shirt,3,Male,49.9,29.0,35.43
Nike Starting 5Men's Basketball Jacket,1,Male,64.95,,64.95
Nike Everyday LightweightTraining No-Show Socks (6 Pairs),2,Unisex,19.95,,19.95
Jordan Flight Heritage 85Men's Graphic T-Shirt,4,Male,44.95,,44.95
Nike Dri-FIT Tiger WoodsMen's Golf Polo,5,Male,69.95,,69.95
Nike AlphaWomen's High-Support Padded Adjustable Sports Bra,5,Female,59.95,,59.95
Nike Sportswear AirWomen's High-Rise Leggings,2,Female,49.95,,49.95
Croatia 2022/23 StadiumMen's Nike Dri-FIT Woven Football Shorts,1,Male,37.95,,37.95
Portland Trail Blazers ClubMen's Nike NBA Pullover Hoodie,1,Male,64.95,,64.95
Nike Everyday EssentialAnkle Socks (3 Pairs),3,Unisex,16.95,,16.95
Atlético Madrid 2023/24 Match AwayMen's Nike Dri-FIT ADV Football Shirt,0,Male,124.95,,124.95
Nike ChallengerMen's Dri-FIT 23cm (approx.) Unlined Running Shorts,2,Male,37.95,,37.95
Jordan WordmarkMen's Fleece Trousers,2,Male,99.9,14.0,85.91
Nike Sportswear Therma-FIT ADV Tech PackMen's Engineered 1/2-Zip Floral Top,2,Male,109.95,,109.95
Nike SwooshWomen's High-Support Non-Padded Adjustable Sports Bra,1,Female,44.9,29.0,31.88
Nike SportswearWomen's T-Shirt (Plus Size),1,Female,22.9,28.0,16.49
Nike Swift WoolWomen's Dri-FIT Short-Sleeve Running Top,1,Female,64.95,,64.95
Nike Air Therma-FITMen's Winterized Trousers,3,Male,79.9,50.0,39.95
Nike ACG Dri-FIT UV 'Devastation Trail'Men's Top,1,Male,129.95,,129.95
Brooklyn Nets Icon EditionMen's Nike NBA Swingman Shorts,1,Male,64.95,,64.95
Nike PhenomMen's Dri-FIT Woven Running Trousers,2,Male,77.95,,77.95
Jordan Brooklyn FleeceMen's Pullover Hoodie,7,Male,69.95,,69.95
Jordan 23 EngineeredMen's T-Shirt,1,Male,37.9,19.0,30.7
Nike Rise 365Men's Dri-FIT Short-Sleeve Running Top,1,Male,39.9,,39.9
Nike Sportswear EssentialsWomen's Fleece Full-Zip Hoodie (Plus Size),1,Female,64.9,40.0,38.94
Liverpool F.C. 2023/24 Stadium ThirdMen's Nike Dri-FIT Football Shorts,1,Male,39.95,,39.95
Nike Pro Dri-FIT Vent MaxMen's Training Trousers,2,Male,69.95,,69.95
Nike Swoosh RunWomen's Running Tank (Plus size),4,Female,27.9,19.0,22.6
Jordan x UNDEFEATEDMen's Hoodie,2,Male,109.95,,109.95
Nike Max90Men's Basketball T-shirt,2,Male,37.95,,37.95
Nike Solo SwooshWomen's Fleece Trousers,2,Female,89.95,,89.95
Nike Yoga Dri-FITWomen's Tank Top,2,Female,27.95,,27.95
Nike Sportswear Repel Tech PackMen's Lined Woven Trousers,2,Male,109.95,,109.95
Nike ProMen's Dri-FIT Tight Short-Sleeve Fitness Top,3,Male,32.95,,32.95
Nike Sportswear Club FleecePullover Hoodie,2,Unisex,59.9,29.0,42.53
Jordan Brooklyn FleeceWomen's Trousers (Plus Size),2,Female,64.95,,64.95
Jordan Brooklyn FleeceWomen's Shorts,3,Female,44.95,,44.95
Chicago BullsMen's Nike NBA Fleece Pullover Hoodie,1,Male,59.9,29.0,42.53
Nike Sportswear EssentialWomen's High-Rise Woven Cargo Trousers,1,Female,72.95,,72.95
Nike SwooshMen's Woven Trousers,2,Male,89.95,,89.95
BarcelonaMen's Nike Football Fleece Pants,1,Male,49.9,40.0,29.94
Nike Dri-FIT ADV APSMen's Engineered Short-Sleeve Fitness Top,3,Male,64.95,,64.95
Los Angeles LakersMen's Nike NBA Fleece Pullover Hoodie,1,Male,59.9,29.0,42.53
Nike Zenvy (M)Women's Gentle-Support High-Waisted 7/8 Leggings with Pockets (Maternity),3,Female,99.95,,99.95
Jordan Dri-FIT SportMen's Fleece Trousers,3,Male,64.9,40.0,38.94
Nike Sportswear Premium EssentialsMen's T-Shirt,13,Male,37.95,,37.95
Nike Dri-FIT Run Division Rise 365Men's Flash Short-Sleeve Running Top,3,Male,49.95,,49.95
Nike Sportswear Phoenix FleeceWomen's High-Waisted Shorts,5,Female,44.95,,44.95
Nike SportswearWomen's Muscle Tank,1,Female,29.95,,29.95
Nike Dri-FIT OneWomen's Crew-Neck French Terry Sweatshirt,2,Female,54.95,,54.95
Nike Dri-FIT Run DivisionMen's Short-Sleeve Running Top,1,Male,37.95,,37.95
Nike Classic 2Cushioned Over-the-Calf Socks,3,Unisex,8.95,,8.95
Nike Dri-FITMen's Training T-Shirt,3,Male,32.95,,32.95
Nike Sportswear RepeatMen's Fleece Sweatshirt,2,Male,59.9,29.0,42.53
Nike Sportswear ClubMen's Shorts,4,Male,32.95,,32.95
Nike Dri-FIT StrikeMen's Football Pants,1,Male,49.9,29.0,35.43
Nike Therma-FIT OneWomen's High-Waisted 7/8 Trousers,1,Female,69.95,,69.95
Nike SportswearMen's Max90 T-Shirt,3,Male,37.95,,37.95
Nike ProWomen's Mid-Rise Crop Leggings (Plus Size),3,Female,44.9,29.0,31.88
Jordan Flight EssentialsMen's Oversized T-Shirt,3,Male,39.95,,39.95
Jordan Dri-FIT SportMen's Graphic T-Shirt,2,Male,37.95,,37.95
